2023-06-16 12:02, success, 0.122076
2023-06-17 00:06, success, 0.101940
2023-06-17 12:02, success, 0.099359
2023-06-18 00:07, success, 0.085283
2023-06-18 12:02, success, 0.088115
2023-06-24 00:02, success, 0.183936
2023-06-24 12:01, success, 0.178784
2023-06-25 00:02, success, 0.131924
2023-06-25 12:00, success, 0.106354
2023-06-26 00:02, success, 0.134341
2023-06-26 12:01, success, 0.086584
2023-06-27 00:02, success, 0.143791
2023-06-27 12:01, success, 0.139655
2023-06-28 00:02, success, 0.104688
2023-06-28 12:01, success, 0.111412
2023-06-29 00:02, success, 0.113094
2023-06-29 12:01, success, 0.123029
2023-06-30 00:02, success, 0.121783
2023-06-30 12:01, success, 0.116569
2023-07-01 00:02, success, 0.114111
2023-07-01 12:01, success, 0.113419
2023-07-02 00:02, success, 0.138244
2023-07-02 12:00, success, 0.114475
2023-07-03 00:02, success, 0.088113
2023-07-03 12:01, success, 0.125671
2023-07-04 00:02, success, 0.119092
2023-07-04 12:01, success, 0.127792
2023-07-05 00:02, success, 0.120658
2023-07-05 12:01, success, 0.112456
2023-07-06 00:02, success, 0.136088
2023-07-06 12:01, success, 0.192342
2023-07-07 00:02, success, 0.119380
2023-07-07 12:01, success, 0.097302
2023-07-08 00:02, success, 0.140976
2023-07-08 12:01, success, 0.095346
2023-07-09 00:02, success, 0.088403
2023-07-09 12:01, success, 0.147955
2023-07-10 00:02, success, 0.108906
2023-07-10 12:00, success, 0.109446
2023-07-11 00:02, success, 0.086296
2023-07-11 12:01, success, 0.120083
2023-07-12 00:02, success, 0.216945
2023-07-12 12:01, success, 0.141257
2023-07-13 00:02, success, 0.121220
2023-07-13 12:01, success, 0.102603
2023-07-14 00:02, success, 0.128726
2023-07-14 12:01, success, 0.126788
2023-07-15 00:02, success, 0.123084
2023-07-15 12:00, success, 0.121374
2023-07-16 00:02, success, 0.087650
2023-07-16 12:01, success, 0.103734
2023-07-17 00:02, success, 0.139290
2023-07-17 12:01, success, 0.116455
2023-07-18 00:02, success, 0.101033
2023-07-18 12:01, success, 0.132349
2023-07-19 00:02, success, 0.092212
2023-07-19 12:01, success, 0.150302
2023-07-20 00:02, success, 0.203097
2023-07-20 12:01, success, 0.106482
2023-07-21 00:02, success, 0.100945
2023-07-21 12:01, success, 0.133042
2023-07-22 00:02, success, 0.086663
2023-07-22 12:01, success, 0.105244
2023-07-23 00:02, success, 0.084034
2023-07-23 12:01, success, 0.124315
2023-07-24 00:02, success, 0.122679
2023-07-24 12:01, success, 0.132324
2023-07-25 00:02, success, 0.148215
2023-07-25 12:00, success, 0.125103
2023-07-26 00:02, success, 0.217683
2023-07-26 12:01, success, 0.119006
2023-07-27 00:02, success, 0.113721
2023-07-27 12:00, success, 0.248016
2023-07-28 00:02, success, 0.103280
